Sura_Number,Verse_Number,Subtitle_Before_Verse,VerseText_Part1,Subtitle_Middle_Of_Verse,VerseText_after_MidSubtitle_if_any,Footnote,
,91,,তারা কোরআনকে শুধু আংশিকভাবে গ্রহণ করে। ,,,,
,92,,"তোমার প্রভুর শপথ, আমরা তাদের সবাইকে প্রশ্ন করবো, ",,,,
,93,,সবকিছু সম্পর্কে যা তারা করেছে।,,,,
,94,,"সুতরাং, তোমাকে দেয়া হুকুমগুলো পালন করো, এবং অংশীদার উপাসকদের উপেক্ষা করো। ",,,,
,95,,"আমরা উপহাসকারীদের থেকে তোমাকে নিষ্কৃতি দেব,",,,,
,96,,"যারা আল্লাহর পাশে অন্য উপাস্য স্থাপন করে, অবশ্যই তারা দেখতে পাবে। ",,,,
,97,,আমরা খুব ভালোভাবে জানি যে তুমি হয়তো তাদের কথায় বিরক্ত হও। ,,,,
,98,,"তুমি তোমার প্রভুর গুন কীর্তন করবে, এবং সেজদাকারিদের সাথে থাকবে।  ",,,,
,99,,"এবং তোমার প্রভুর উপাসনা করো, নিশ্চয়তা অর্জন করার জন্য।*",,,***,
,,,,,,,
16,0,,"পরম করুণাময়,পরম দয়ালু আল্লাহর নামে।",,,,
,1,,"আল্লাহর হুকুম এরই মধ্যে এসে গেছে (এবং সবকিছু এরই মধ্যে লেখা হয়ে গেছে), তাই এতে তাড়াহুড়া করো না।* মহিমা তাঁরই; সর্বোচ্চ, তাদের স্থাপন করা যেকোন অংশীদার থেকে অনেক ঊর্ধ্বে। ",,,***,
,2,,"তিনি প্রকাশনাবলী দিয়ে ফেরেশতাদের অবতরণ করান, তাঁর হুকুম বহন করে, তার প্রতি যাকে তিনি পছন্দ করেন তাঁর বান্দাদের মধ্য থেকে: “তোমরা প্রচার করবে যে, কোন উপাস্য নাই আমার পাশে; তোমরা আমাকে ভক্তি করবে”।",,,,
,3,,"তিনি আকাশমন্ডলী এবং পৃথিবী একটি সুনির্দিষ্ট উদ্দেশ্যে সৃষ্টি করেছেন। তিনি অনেক অনেক উর্ধ্বে, তাদের স্থাপিত কোন অংশীদার থেকে অনেক উপরে।",,,,
,4,,"তিনি মানুষকে অতিক্ষুদ্র এক ফোঁটা থেকে সৃষ্টি করেছেন, এরপর সে এক প্রকাশ্য প্রতিপক্ষে পরিণত হয়।",,,,
,5,,"এবং তিনি তোমাদের জন্য গবাদি পশু সৃষ্টি করেছেন, তোমাদের জন্য উষ্ণতা জোগাতে, এবং আরও অনেক উপকারিতা, সেইসাথে খাবার।",,,,
,6,আল্লাহর আশীর্বাদ,"এছাড়াও এগুলো বিলাস দ্রব্যের যোগান দেয় তোমাদের অবসর সময়ে, এবং যখন তোমরা ভ্রমন করো।",,,,
,7,,"এবং তারা তোমাদের বোঝা এমন জায়গায় বহন করে নিয়ে যায় যেখানে তোমরা অনেক কষ্ট ব্যতীত পৌঁছতে পারতে না। নিশ্চয়, তোমার প্রভু দয়াবান, পরম করুণাময়।",,,,
,8,,"এবং (তিনি সৃষ্টি করেছেন) ঘোড়া, খচ্চর, এবং গাধা তোমাদের আরহনের জন্য, এবং বিলাসিতার জন্য। উপরুন্তু, তিনি সৃষ্টি করেন যা তোমরা জানো না।",,,,
